Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Epimedium epsteinii,9.98333,9,12.7319,25.675,4.9125,1142.25,142.5,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=3,,
Epimedium fangii,9.98333,9,14.5361,26,5.55833,1183.25,110.75,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=6,,
Epimedium fargesii,9.98333,9,13.5903,27.6,4.6,1014.5,111.5,FALSE,GBIF_CURRENT=15,,PLANTSEARCH=23,,
Epimedium franchetii,9.98333,9,13.8625,28.1,3.68333,1103,118,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=23,,
Epimedium hunanense,9.98333,9,14.925,27.65,5.14167,1117.5,150.75,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=7,,
Epimedium ilicifolium,9.98333,9,13.5583,27.25,4.2125,945.75,99.75,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=16,,
Epimedium leptorrhizum,9.98333,9,14.0486,27,5.23333,1038.5,118.5,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=32,,
Epimedium mikinorii,9.98333,9,14.5042,27.4,5.175,1182,129,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=9,,
Epimedium myrianthum,9.98333,9,15.0465,28.075,5.25,1176.75,153,FALSE,GBIF_CURRENT=12,,PLANTSEARCH=21,,
Epimedium ogisui,9.98333,9,12.8903,25,4.91667,1046,108,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=17,,
Epimedium pinnatum,9.98333,9,11.857,24.6,4.22083,1243.5,239,FALSE,GBIF_CURRENT=28,,PLANTSEARCH=3,,
Epimedium pubescens,9.98333,9,13.3333,26.975,4.325,919.75,97.25,FALSE,GBIF_CURRENT=44,,PLANTSEARCH=21,,
Epimedium sagittatum,9.98333,9,15.4403,29.225,5.42083,1178.25,138,FALSE,GBIF_CURRENT=165,,PLANTSEARCH=28,,
Epimedium sempervirens,9.98333,9,12.2299,29.2,2.375,1492,272.5,FALSE,GBIF_CURRENT=385,,PLANTSEARCH=13,,
Epimedium stellulatum,9.98333,9,13.4056,30.7,3.18333,1035.5,142.25,FALSE,GBIF_CURRENT=7,,PLANTSEARCH=25,,
Epimedium truncatum,9.98333,9,9.75833,24.4,3.21667,1073,178,FALSE,GBIF_CURRENT=1,PLANTSEARCH=8,,,
Epimedium wushanense,9.98333,9,13.8833,27.325,4.95,1118,119,FALSE,GBIF_CURRENT=24,,PLANTSEARCH=31,,
Epimedium zhushanense,9.98333,9,13.7125,27.1,3.66667,941.5,112,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=14,,
Equisetum fluviatile,9.98333,9,8.07083,22.1,0.733332,695.75,119,FALSE,GBIF_CURRENT=8363,,PLANTSEARCH=36,,
Equisetum scirpoides,9.98333,9,4.52916,22.35,-3.13333,735,124,FALSE,GBIF_CURRENT=7942,,PLANTSEARCH=56,,
Eragrostis curvula,9.98333,9,15.1076,26.425,7.75833,785.75,142.5,FALSE,GBIF_CURRENT=8334,,PLANTSEARCH=4,,
Eranthis cilicica,9.98333,9,8.77222,22.55,1.39166,692,129,FALSE,GBIF_CURRENT=259,,PLANTSEARCH=48,,
Eremogone hookeri,9.98333,9,8.44861,27.5,-1.35417,581.5,94.5,FALSE,GBIF_CURRENT=667,,PLANTSEARCH=6,,
Eremurus himalaicus,9.98333,9,7.50138,23.275,-0.529165,715.5,113,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=41,,
Erica carnea,9.98333,9,7.60417,22.2,-0.0375009,1007.25,181.75,FALSE,GBIF_CURRENT=517,,PLANTSEARCH=61,,
Erica spiculifolia,9.98333,9,6.04861,21.2,-1.25417,749.75,125.25,FALSE,GBIF_CURRENT=134,,PLANTSEARCH=16,,
Erica tetralix,9.98333,9,8.475,21.65,2.0375,783.25,148.5,FALSE,GBIF_CURRENT=4572,,PLANTSEARCH=68,,
Erigeron glaucus,9.98333,9,11.5472,23.15,6.25,824.5,118,FALSE,GBIF_CURRENT=9486,,PLANTSEARCH=44,,
Erigeron linearis,9.98333,9,8.38194,27.5,-0.341667,589.5,100,FALSE,GBIF_CURRENT=181,,PLANTSEARCH=18,,
Erigeron peregrinus,9.98333,9,5.25279,22.05,-2.03333,871.5,153.25,FALSE,GBIF_CURRENT=969,,PLANTSEARCH=11,,
Erigeron speciosus,9.98333,9,6.4375,23.975,-1.60833,577.25,109.5,FALSE,GBIF_CURRENT=3915,,PLANTSEARCH=47,,
Eriogonum caespitosum,9.98333,9,7.78471,27.45,-0.0333334,569.5,81,FALSE,GBIF_CURRENT=1216,,PLANTSEARCH=14,,
Eriogonum heracleoides,9.98333,9,7.97779,26.025,-0.499998,533,100,FALSE,GBIF_CURRENT=3215,,PLANTSEARCH=16,,
Eriogonum ovalifolium,9.98333,9,7.80277,26.45,-0.549999,571.25,98.5,FALSE,GBIF_CURRENT=4998,,PLANTSEARCH=19,,
Eriogonum siskiyouense,9.98333,9,7.87709,24.65,2.475,1012,94.25,FALSE,GBIF_CURRENT=95,,PLANTSEARCH=11,,
Eriogonum umbellatum,9.98333,9,7.10833,25,-0.216665,609,92,FALSE,GBIF_CURRENT=8451,,PLANTSEARCH=58,,
Eriophorum chamissonis,9.98333,9,1.98195,22.525,-6.7875,699.25,108.25,FALSE,GBIF_CURRENT=217,,PLANTSEARCH=6,,
Eriophorum vaginatum,9.98333,9,6.4125,21.85,-1.05833,772,144.75,FALSE,GBIF_CURRENT=7394,,PLANTSEARCH=53,,
Eritrichium canum,9.98333,9,5.12639,20.8,-3.1375,572.75,84.5,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=14,,
Eryngium agavifolium,9.98333,9,12.6646,25.3,5.5625,738.75,95.75,FALSE,GBIF_CURRENT=66,,PLANTSEARCH=65,,
Eryngium alpinum,9.98333,9,5.70278,20.525,-0.920834,1028.75,204.5,FALSE,GBIF_CURRENT=411,,PLANTSEARCH=85,,
Eryngium bourgatii,9.98333,9,7.90277,22.6,1.39583,960,181.5,FALSE,GBIF_CURRENT=4543,,PLANTSEARCH=77,,
Eryngium eburneum,9.98333,9,14.8,26,8.5375,1037.75,198.75,FALSE,GBIF_CURRENT=193,,PLANTSEARCH=19,,
Eryngium leavenworthii,9.98333,9,16.0333,33.2,6.07083,870.5,152,FALSE,GBIF_CURRENT=2969,,PLANTSEARCH=14,,
Erythranthe lewisii,9.98333,9,5.31251,22.75,-0.362498,803.25,125.5,FALSE,GBIF_CURRENT=4221,,PLANTSEARCH=1,,
Erythronium citrinum,9.98333,9,11.4639,27.45,4,1148.5,88,FALSE,GBIF_CURRENT=188,,PLANTSEARCH=1,,
Erythronium helenae,9.98333,9,13.134,27.375,6.2625,892,74.25,FALSE,GBIF_CURRENT=189,,PLANTSEARCH=1,,
Eubotrys racemosa,9.98333,9,12.1889,29.6,1.38333,1163.5,251,FALSE,GBIF_CURRENT=1784,,PLANTSEARCH=17,,
Eucomis autumnalis,9.98333,9,14.0111,25.35,7.85,810.5,91,FALSE,GBIF_CURRENT=594,,PLANTSEARCH=61,,
Eucomis comosa,9.98333,9,13.7014,25.2,7.29167,823,112,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=78,,
Eucomis pallidiflora,9.98333,9,14.1958,25.025,8.18334,879,99.5,FALSE,GBIF_CURRENT=54,,PLANTSEARCH=18,,
Euonymus americanus,9.98333,9,13.5222,30.2,3.275,1098,221,FALSE,GBIF_CURRENT=921,,PLANTSEARCH=97,,
Euonymus clivicolus,9.98333,9,12.7861,25,4.49167,884.5,102,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=3,,
Euonymus nanus,9.98333,9,7.19028,22.45,-1.15,627.5,109.5,FALSE,GBIF_CURRENT=31,,PLANTSEARCH=6,,
Euonymus obovatus,9.98333,9,8.70278,26.5,-2.60833,887.5,168,FALSE,GBIF_CURRENT=285,,PLANTSEARCH=3,,
Euonymus verrucosus,9.98333,9,6.37083,23.3,-2.825,640,110.75,FALSE,GBIF_CURRENT=8258,,PLANTSEARCH=65,,
Euphorbia characias,9.98333,9,12.8736,26,5.93333,734,130.5,FALSE,GBIF_CURRENT=9673,,PLANTSEARCH=69,,
Euphorbia sikkimensis,9.98333,9,14.1431,24.65,6.63333,940.5,96.5,FALSE,GBIF_CURRENT=112,,PLANTSEARCH=19,,
Eurya emarginata,9.98333,9,17.0056,27.95,8.85833,1509.5,226,FALSE,GBIF_CURRENT=769,,PLANTSEARCH=27,,
Eurya japonica,9.98333,9,13.5556,27.65,4.575,1353.75,180.5,FALSE,GBIF_CURRENT=3119,,PLANTSEARCH=48,,
Eurybia macrophylla,9.98333,9,6.77569,26.475,-4.12917,896,168.25,FALSE,GBIF_CURRENT=8264,,PLANTSEARCH=44,,
Eutrochium maculatum,9.98333,9,7.69584,27.2,-3.06667,939.5,173,FALSE,GBIF_CURRENT=9729,,PLANTSEARCH=33,,
Fargesia denudata,9.98333,9,12.8653,26.05,4.18333,736.25,85,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=2,,
Fargesia dracocephala,9.98333,9,12.2222,24.675,4.77083,896.5,89,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=12,,
Fargesia murielae,9.98333,9,8.55279,22.9,1.06667,715.5,129,FALSE,GBIF_CURRENT=175,,PLANTSEARCH=3,,
Fargesia robusta,9.98333,9,8.95071,22.25,1.7625,818.75,95.25,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=25,,
Fargesia scabrida,9.98333,9,12.6833,28.7,2.59167,751,79.5,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=1,,
Ferula communis,9.98333,9,14.0958,27.525,7.29167,643.25,82.75,FALSE,GBIF_CURRENT=5976,,PLANTSEARCH=75,,
Fessia greilhuberi,9.98333,9,10.8542,23.2,5.35,743,127,FALSE,PLANTSEARCH=7,,,,
Festuca amethystina,9.98333,9,8.46944,22.8,0.566668,966.75,179.5,FALSE,GBIF_CURRENT=912,,PLANTSEARCH=35,,
Festuca idahoensis,9.98333,9,8.92779,25.95,2.89166,676.5,41,FALSE,GBIF_CURRENT=2798,,PLANTSEARCH=19,,
Festuca valesiaca,9.98333,9,8.69097,24.7,-0.345833,650.75,121.5,FALSE,GBIF_CURRENT=4798,,PLANTSEARCH=36,,
Festuca violacea,9.98333,9,4.10695,19.45,-2.025,1158.5,222.5,FALSE,GBIF_CURRENT=3554,,PLANTSEARCH=15,,
Fibigia clypeata,9.98333,9,11.625,26.2,3.19583,695.75,126.75,FALSE,GBIF_CURRENT=139,,PLANTSEARCH=4,,
Filipendula camtschatica,9.98333,9,6.05417,21.8,-2.9375,921.5,159.25,FALSE,GBIF_CURRENT=1223,,PLANTSEARCH=31,,
Filipendula purpurea,9.98333,9,7.575,22.9,-0.845833,899.25,142.5,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=33,,
Filipendula ulmaria,9.98333,9,8.47361,23.05,1.3625,756,142.5,FALSE,GBIF_CURRENT=7725,,PLANTSEARCH=16,,
Foeniculum vulgare,9.98333,9,13.7333,26.35,7.125,718,97,FALSE,GBIF_CURRENT=9366,,PLANTSEARCH=163,,
Fragaria virginiana,9.98333,9,7.07847,25.35,-2.7875,848.75,146.75,FALSE,GBIF_CURRENT=9812,,PLANTSEARCH=72,,
Francoa appendiculata,9.98333,9,11.5083,22.525,6.425,961.25,104,FALSE,GBIF_CURRENT=318,,PLANTSEARCH=23,,
Francoa sonchifolia,9.98333,9,11.216,22.3,6.075,1130.75,150.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=47,,
Frankenia thymifolia,9.98333,9,13.2306,27.75,5.35,575,96.5,FALSE,GBIF_CURRENT=461,,PLANTSEARCH=9,,
Freesia laxa,9.98333,9,15.9049,25.475,9.3,913.5,140,FALSE,GBIF_CURRENT=141,,PLANTSEARCH=41,,
Fritillaria camschatcensis,9.98333,9,5.03194,20.05,-1.89167,912,158.5,FALSE,GBIF_CURRENT=2339,,PLANTSEARCH=41,,
Fritillaria elwesii,9.98333,9,13.3111,27.05,5.25,729,83,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=23,,
Fritillaria grandiflora,9.98333,9,8.12917,22.25,1.8,660,130.5,FALSE,GBIF_CURRENT=1,PLANTSEARCH=7,,,
Fritillaria imperialis,9.98333,9,7.99514,22.25,0.791667,621.75,117,FALSE,GBIF_CURRENT=1449,,PLANTSEARCH=55,,
Fritillaria persica,9.98333,9,15.3917,28.075,6.125,698.5,76.75,FALSE,GBIF_CURRENT=294,,PLANTSEARCH=9,,
Fritillaria pluriflora,9.98333,9,14.4792,29.375,8.34167,672.5,65,FALSE,GBIF_CURRENT=289,,PLANTSEARCH=12,,
Fritillaria pudica,9.98333,9,8.14236,25.7,-0.925001,609.75,95,FALSE,GBIF_CURRENT=484,,PLANTSEARCH=35,,
Fuchsia microphylla,9.98333,9,12.7472,22.7,8.53333,1009.25,96.5,FALSE,GBIF_CURRENT=1534,,PLANTSEARCH=37,,
Fumana ericoides,9.98333,9,13.225,27.4,6.3,573.25,100,FALSE,GBIF_CURRENT=4195,,PLANTSEARCH=17,,
Galanthus peshmenii,9.98333,9,13.6194,28,4.14583,666,76.75,FALSE,GBIF_CURRENT=7,,PLANTSEARCH=15,,
Galanthus reginae-olgae,9.98333,9,12.5785,25.375,5.00417,826,105.75,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=25,,
Galax urceolata,9.98333,9,11.6063,27.35,3.21667,1216.5,240,FALSE,GBIF_CURRENT=4388,,PLANTSEARCH=4,,
Galium odoratum,9.98333,9,8.78611,23.65,0.862502,828,157.5,FALSE,GBIF_CURRENT=8496,,PLANTSEARCH=174,,
Gaultheria depressa,9.98333,9,7.78125,19.75,3.04167,1718.5,311,FALSE,GBIF_CURRENT=447,,PLANTSEARCH=15,,
Gaultheria humifusa,9.98333,9,4.02778,22.95,-3.525,943.5,135.5,FALSE,GBIF_CURRENT=64,,PLANTSEARCH=7,,
Gaultheria mucronata,9.98333,9,8.85,19.85,3.88333,939.5,171,FALSE,GBIF_CURRENT=186,,PLANTSEARCH=47,,
Gaultheria ovatifolia,9.98333,9,7.4889,22.4,1.575,1323.25,161,FALSE,GBIF_CURRENT=1219,,PLANTSEARCH=8,,
Gaultheria parvula,9.98333,9,8.29027,20.925,2.65833,1309.25,237.75,FALSE,GBIF_CURRENT=23,,PLANTSEARCH=5,,
Gaultheria poeppigii,9.98333,9,8.60763,20.95,4.14583,1263,150,FALSE,GBIF_CURRENT=169,,PLANTSEARCH=13,,
Gaultheria procumbens,9.98333,9,8.0125,25.075,-1.35,980.5,199.5,FALSE,GBIF_CURRENT=9765,,PLANTSEARCH=127,,
Gaultheria pumila,9.98333,9,6.93264,17.95,2.92083,769.75,126,FALSE,GBIF_CURRENT=311,,PLANTSEARCH=11,,
Gazania krebsiana,9.98333,9,14.5833,26.85,8.09167,662.5,83.5,FALSE,GBIF_CURRENT=1131,,PLANTSEARCH=23,,
Gazania linearis,9.98333,9,14.3042,26.175,7.73333,598.5,94.5,FALSE,GBIF_CURRENT=215,,PLANTSEARCH=12,,
Genista radiata,9.98333,9,7.06389,21.625,0.249998,930.5,182,FALSE,GBIF_CURRENT=574,,PLANTSEARCH=66,,
Genista sagittalis,9.98333,9,8.02222,22.4,0.700002,950.25,186.75,FALSE,GBIF_CURRENT=737,,PLANTSEARCH=67,,
Gentiana acaulis,9.98333,9,4.90833,19.7,-1.62917,1059,200.25,FALSE,GBIF_CURRENT=5631,,PLANTSEARCH=78,,
Gentiana angustifolia,9.98333,9,6.81667,21.65,-0.233333,1096.5,207,FALSE,GBIF_CURRENT=3687,,PLANTSEARCH=45,,
Gentiana asclepiadea,9.98333,9,6.47361,20.95,-0.750002,1022,178.5,FALSE,GBIF_CURRENT=8889,,PLANTSEARCH=17,,
Gentiana burseri,9.98333,9,5.9625,21.4,-0.545832,983.25,193,FALSE,GBIF_CURRENT=1834,,PLANTSEARCH=15,,
Gentiana gelida,9.98333,9,5.70833,22.775,-3.24167,717.75,116.75,FALSE,GBIF_CURRENT=39,,PLANTSEARCH=22,,
Gentiana lutea,9.98333,9,6.76667,21.15,0.154167,1037.25,205.5,FALSE,GBIF_CURRENT=9249,,PLANTSEARCH=117,,
Gentiana septemfida,9.98333,9,5.23611,21,-2.42917,917.5,170,FALSE,GBIF_CURRENT=74,,PLANTSEARCH=76,,
Geranium aristatum,9.98333,9,6.57847,21.725,0.425002,841,144.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=16,,
Geranium erianthum,9.98333,9,3.68889,19.75,-3.77083,805.5,130.75,FALSE,GBIF_CURRENT=2593,,PLANTSEARCH=26,,
Geranium gymnocaulon,9.98333,9,4.54583,20.5,-3.075,1053.5,187.5,FALSE,GBIF_CURRENT=146,,PLANTSEARCH=17,,
Geranium himalayense,9.98333,9,6.11389,21.25,-2.05417,646.75,104,FALSE,GBIF_CURRENT=299,,PLANTSEARCH=58,,
Geranium incanum,9.98333,9,14.8528,24.6,9.95833,648,96.5,FALSE,GBIF_CURRENT=188,,PLANTSEARCH=25,,
Geranium platypetalum,9.98333,9,5.62222,21.4,-1.87917,867.75,155,FALSE,GBIF_CURRENT=119,,PLANTSEARCH=6,,
Geranium renardii,9.98333,9,5.36667,20.975,-1.65,958.5,181.75,FALSE,GBIF_CURRENT=98,,PLANTSEARCH=83,,
Geranium robustum,9.98333,9,12.6833,24.2,6.6875,736.25,100,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=9,,
Geranium soboliferum,9.98333,9,7.45278,23.7,-2.60833,803.5,100.75,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=29,,
Geranium subcaulescens,9.98333,9,7.76527,22.35,1.28333,901,133.5,FALSE,GBIF_CURRENT=87,,PLANTSEARCH=18,,
Geropogon hybridus,9.98333,9,15.3195,28.75,7.425,639.5,53,FALSE,GBIF_CURRENT=1862,,PLANTSEARCH=7,,
Geum fragarioides,9.98333,9,7.61389,27.425,-4.3375,997.75,208.5,FALSE,GBIF_CURRENT=2424,,PLANTSEARCH=6,,
Geum magellanicum,9.98333,9,7.68193,20,2.47083,797,139.25,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=24,,
Geum montanum,9.98333,9,4.1375,18.65,-1.95833,1075.5,204,FALSE,GBIF_CURRENT=6914,,PLANTSEARCH=6,,
Geum pentapetalum,9.98333,9,4.125,20.6,-3.325,1079,179,FALSE,GBIF_CURRENT=533,,PLANTSEARCH=6,,
Geum ternatum,9.98333,9,6.85972,26.2,-4.64166,747.5,111,FALSE,GBIF_CURRENT=1177,,PLANTSEARCH=3,,
Geum triflorum,9.98333,9,6.61944,25.575,-3.125,680,111.25,FALSE,GBIF_CURRENT=8887,,PLANTSEARCH=94,,
Gladiolus communis,9.98333,9,12.5306,26.625,5.125,707.5,112,FALSE,GBIF_CURRENT=3595,,PLANTSEARCH=43,,
Gladiolus dalenii,9.98333,9,15.6458,25.8,9.80416,917.75,95,FALSE,GBIF_CURRENT=1655,,PLANTSEARCH=39,,
Gladiolus illyricus,9.98333,9,12.9611,26.275,5.60417,697.75,102,FALSE,GBIF_CURRENT=192,,PLANTSEARCH=62,,
Gladiolus imbricatus,9.98333,9,7.17222,22.85,-1.79167,651.5,117.5,FALSE,GBIF_CURRENT=1268,,PLANTSEARCH=54,,
Gladiolus italicus,9.98333,9,12.4708,26.275,5.37917,728,124.25,FALSE,GBIF_CURRENT=7437,,PLANTSEARCH=73,,
Gladiolus papilio,9.98333,9,13.8327,24.075,7.55833,875,106.75,FALSE,GBIF_CURRENT=36,,PLANTSEARCH=3,,
Glaucidium palmatum,9.98333,9,7.77083,23.8,-1.35833,1178.5,194.25,FALSE,GBIF_CURRENT=275,,PLANTSEARCH=35,,
Globularia cordifolia,9.98333,9,6.73333,21.45,-0.0500017,1048,195,FALSE,GBIF_CURRENT=5319,,PLANTSEARCH=1,,
Globularia nudicaulis,9.98333,9,6.8875,21.325,0.304167,1055.5,202,FALSE,GBIF_CURRENT=4715,,PLANTSEARCH=63,,
Grevillea juniperina,9.98333,9,15.9757,26.975,9.17083,813.5,133.5,FALSE,GBIF_CURRENT=548,,PLANTSEARCH=33,,
Gymnocalycium baldianum,9.98333,9,14.1,27.3,6.00833,623.5,72,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=52,,
Gymnocarpium dryopteris,9.98333,9,5.93125,21.975,-2.46667,779.25,133.75,FALSE,GBIF_CURRENT=9467,,PLANTSEARCH=83,,
Gypsophila patrinii,9.98333,9,2.76805,23.925,-6.65833,576,56.5,FALSE,GBIF_CURRENT=813,,PLANTSEARCH=7,,
Gypsophila repens,9.98333,9,5.66667,20.575,-0.887499,1045.5,200,FALSE,GBIF_CURRENT=4896,,PLANTSEARCH=81,,
Halocarpus bidwillii,9.98333,9,9.09515,20.575,4.74167,1454,284.5,FALSE,GBIF_CURRENT=173,,PLANTSEARCH=27,,
Haplocarpha scaposa,9.98333,9,13.8514,24.2,7.53334,712,89.5,FALSE,GBIF_CURRENT=481,,PLANTSEARCH=4,,
Harpochloa falx,9.98333,9,12.7806,24.6,5.22083,748,79.5,FALSE,GBIF_CURRENT=438,,PLANTSEARCH=9,,
Hedera pastuchovii,9.98333,9,11.2924,25.1,2.93333,566.5,102.75,FALSE,GBIF_CURRENT=77,,PLANTSEARCH=27,,
Hedlundia hybrida,9.98333,9,7.68194,20.4,0.899998,671.5,118.5,FALSE,GBIF_CURRENT=6838,,PLANTSEARCH=3,,
Hedychium spicatum,9.98333,9,13.4188,24.475,6.475,1079,96.5,FALSE,GBIF_CURRENT=151,,PLANTSEARCH=54,,
Helianthella quinquenervis,9.98333,9,4.65417,23.25,-2.69166,608.5,118,FALSE,GBIF_CURRENT=83,,PLANTSEARCH=27,,
Helianthemum alpestre,9.98333,9,5.05,19.7,-1.5875,1043.75,195.75,FALSE,GBIF_CURRENT=1779,,PLANTSEARCH=2,,
Helianthemum croceum,9.98333,9,11.4944,26.5,3.9375,676.75,92.5,FALSE,GBIF_CURRENT=815,,PLANTSEARCH=23,,
Helianthemum nummularium,9.98333,9,8.10417,22.45,0.933334,781,144.25,FALSE,GBIF_CURRENT=7351,,PLANTSEARCH=14,,
Helichrysum italicum,9.98333,9,12.6403,25.95,5.825,766.75,108.5,FALSE,GBIF_CURRENT=7935,,PLANTSEARCH=94,,
Helichrysum lineatum,9.98333,9,9.21111,21.5,1.825,754.5,98,FALSE,GBIF_CURRENT=11,,PLANTSEARCH=3,,
Helichrysum plicatum,9.98333,9,7.79583,24.9,-1.48333,602,89.5,FALSE,GBIF_CURRENT=86,,PLANTSEARCH=7,,
Helichrysum splendidum,9.98333,9,12.5486,23.2,6.74167,793.5,94,FALSE,GBIF_CURRENT=325,,PLANTSEARCH=25,,
Helictotrichon sempervirens,9.98333,9,7.4375,22.85,0.491665,942,168.5,FALSE,GBIF_CURRENT=616,,PLANTSEARCH=89,,
Helleborus purpurascens,9.98333,9,8.32361,23.325,-0.575,699.75,122.5,FALSE,GBIF_CURRENT=226,,PLANTSEARCH=75,,
Helonias bullata,9.98333,9,11.5264,26.8,2.19166,1086.25,227.75,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=36,,
Helonias umbellata,9.98333,9,15.2361,27.7,5.925,2076.5,317,FALSE,GBIF_CURRENT=522,,PLANTSEARCH=1,,
Helwingia japonica,9.98333,9,12.3472,26.325,3.2875,1220.75,164,FALSE,GBIF_CURRENT=257,,PLANTSEARCH=73,,
Hemerocallis forrestii,9.98333,9,12.7764,24.575,4.16667,896.75,102.5,FALSE,GBIF_CURRENT=28,,PLANTSEARCH=12,,
Hemerocallis minor,9.98333,9,3.28333,24.6,-8.60833,626.5,73,FALSE,GBIF_CURRENT=2424,,PLANTSEARCH=98,,
Hepatica transsilvanica,9.98333,9,7.39305,22.4,-0.383333,631.5,109.5,FALSE,GBIF_CURRENT=192,,PLANTSEARCH=41,,
Heptapleurum minutistellatum,9.98333,9,15.6042,25.35,8.01667,1246.5,140.5,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=1,,
Hereroa glenensis,9.98333,9,14.0514,25.675,7.04584,652.5,86.5,FALSE,GBIF_CURRENT=56,,PLANTSEARCH=13,,
Herniaria alpina,9.98333,9,3.2125,18.15,-2.40833,1101,203,FALSE,GBIF_CURRENT=829,,PLANTSEARCH=7,,
Hertia cheirifolia,9.98333,9,13.1493,28.05,5.66667,544.75,87.75,FALSE,GBIF_CURRENT=47,,PLANTSEARCH=18,,
Hesperaloe parviflora,9.98333,9,17.3833,32.15,7.7875,668,98.25,FALSE,GBIF_CURRENT=177,,PLANTSEARCH=98,,
Hesperantha baurii,9.98333,9,13.482,23.25,8.01667,830.5,99.5,FALSE,GBIF_CURRENT=19,,PLANTSEARCH=8,,
Hesperantha coccinea,9.98333,9,12.7014,23.3,6.71667,828,99.5,FALSE,GBIF_CURRENT=65,,PLANTSEARCH=31,,
Hesperocyparis arizonica,9.98333,9,14.1653,29.6,6.375,587,85.5,FALSE,GBIF_CURRENT=399,,PLANTSEARCH=8,,
Heuchera cylindrica,9.98333,9,7.17083,24.5,-1.16667,595.5,105.5,FALSE,GBIF_CURRENT=295,,PLANTSEARCH=52,,
Heuchera glabra,9.98333,9,5.7125,20.35,-0.833332,1233,186,FALSE,GBIF_CURRENT=482,,PLANTSEARCH=17,,
Heuchera hallii,9.98333,9,5.11389,23.75,-3.1,631.25,86.25,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=16,,
Heuchera pulchella,9.98333,9,7.09167,24.275,-1.67083,681.5,111.25,FALSE,GBIF_CURRENT=21,,PLANTSEARCH=31,,
Hieracium tomentosum,9.98333,9,7.60138,22.4,0.658335,952.5,187.5,FALSE,GBIF_CURRENT=1528,,PLANTSEARCH=22,,
Hieracium villosum,9.98333,9,5.34583,20,-1.10833,1088,206,FALSE,GBIF_CURRENT=2693,,PLANTSEARCH=39,,
Horminum pyrenaicum,9.98333,9,5.83194,20.8,-0.983333,953,168.25,FALSE,GBIF_CURRENT=3731,,PLANTSEARCH=77,,
Hornungia alpina,9.98333,9,4.22639,18.65,-2.26667,1087.5,199.5,FALSE,GBIF_CURRENT=414,,PLANTSEARCH=11,,
Hosta ventricosa,9.98333,9,13.7042,27.25,3.95834,1056.75,153,FALSE,GBIF_CURRENT=376,,PLANTSEARCH=142,,
Huynhia pulchra,9.98333,9,4.90209,21.375,-2.95833,896.75,158,FALSE,GBIF_CURRENT=378,,PLANTSEARCH=4,,
Hyacinthella leucophaea,9.98333,9,8.08056,24.6,-2.18333,595.5,103,FALSE,GBIF_CURRENT=698,,PLANTSEARCH=17,,
Hydrangea barbara,9.98333,9,15.1264,30.275,4.98333,1266,254.25,FALSE,GBIF_CURRENT=933,,PLANTSEARCH=7,,
Hydrangea caerulea,9.98333,9,13.4347,26.5,4.51667,951,96.5,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=6,,
Hydrangea cinerea,9.98333,9,12.5264,27.9,1.68333,1066.5,213.5,FALSE,GBIF_CURRENT=177,,PLANTSEARCH=28,,
Hydrangea fauriei,9.98333,9,13.1514,21.65,7.35,1892.75,241.5,FALSE,GBIF_CURRENT=256,,PLANTSEARCH=4,,
Hydrangea febrifuga,9.98333,9,16.6076,27.55,8.18333,1271.75,127,FALSE,GBIF_CURRENT=116,,PLANTSEARCH=11,,
Hydrangea macrophylla,9.98333,9,13.3597,25.05,6.78333,1023.5,159.5,FALSE,GBIF_CURRENT=7531,,PLANTSEARCH=15,,
Hydrangea quercifolia,9.98333,9,14.1653,30.1,4.5,1193.5,225.5,FALSE,GBIF_CURRENT=3266,,PLANTSEARCH=2,,
